Cena;Objeto;Texto Original (PT);Traducao (EN);Key sugerida
Level5;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/ButtonContainer/Btn_Restart/TextMenu;REINICIAR;;reiniciar
Level5;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/ButtonContainer/Btn_Resume/TextResume;CONTINUAR;;continuar
Level5;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/TextPause;PAUSA;;pausa
Level5;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/ButtonsRow/Btn_NextLevel/TextMenu;PRÓXIMO;;proximo
Level5;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/ButtonsRow/Btn_Repetir/TextMenu;REPETIR;;repetir
Level5;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/ButtonsRow/Btn_Menu/TextMenu;MENU PRINCIPAL;;menu_principal
Level5;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Slide/Value;01:00;;0100
Level5;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Slide/Label;DESLIZES;;deslizes
Level5;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Collision/Value;01:00;;0100
Level5;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Collision/Label;COLISÕES;;colisoes
Level5;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Time/Value;01:00;;0100
Level5;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Time/Label;TEMPO;;tempo
Level5;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/EndGameMessage;NÍVEL CONCLUÍDO;;nivel_concluido
Level5;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/HazardPanel_VR/Btn_MainMenu/TextMenu;MENU PRINCIPAL;;menu_principal
Level5;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/HazardPanel_VR/Btn_Restart/TextMenu;REPETIR;;repetir
Level5;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/HazardPanel_VR/WarningText;New Text;;new_text
Level5;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/HazardPanel_VR/WarningIcon;!;;
Level5;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/ButtonContainerEnd/Btn_Next/Text (TMP);PRÓXIMO;;proximo
Level5;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/ButtonContainerEnd/Btn_Restart/Text (TMP);REINICIAR;;reiniciar
Level5;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/ButtonContainerEnd/Btn_MainMenu/Text (TMP);MENU PRINCIPAL;;menu_principal
Level5;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/SlideBlock/SlideValue;00;;00
Level5;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/SlideBlock/SlideLabel;DESLIZES;;deslizes
Level5;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/CollisionBlock/CollisionValue;00;;00
Level5;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/CollisionBlock/CollisionLabel;COLISÕES;;colisoes
Level5;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/TimeBlock/TimeValue;00:00;;0000
Level5;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/TimeBlock/TextLabel;TEMPO;;tempo
Level5;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/TitleText;NÍVEL CONCLUÍDO;;nivel_concluido
Level5;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/PausePanel_VR/ButtonContainer/Btn_MainMenu/Text (TMP);MENU PRINCIPAL;;menu_principal
Level5;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/PausePanel_VR/ButtonContainer/Btn_Restart/Text _Restart;REINICIAR;;reiniciar
Level5;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/PausePanel_VR/ButtonContainer/Btn_Resume/Text_Resume;CONTINUAR;;continuar
Level5;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/PausePanel_VR/TextPause;PAUSA;;pausa
Level5;PlayerManager_Interior/Wheelchair_VR/GUI/GUI_Left/Text_Slides;New Text;;new_text
Level5;PlayerManager_Interior/Wheelchair_VR/GUI/GUI_Left/Text_Collisions;New Text;;new_text
Level5;PlayerManager_Interior/Wheelchair_VR/GUI/GUI_Left/Text_Time;New Text;;new_text
Level5;PlayerManager_Interior/Wheelchair_VR/GUI/GUI_Right/Text_Speed;New Text;;new_text
Level5;PlayerManager_Interior/Wheelchair_VR/GUI/GUI_Right/Text_Mode;New Text;;new_text
Level5;PlayerManager_Interior/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Break;Travão;;travao
Level5;PlayerManager_Interior/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Pausa;Pausa;;pausa
Level5;PlayerManager_Interior/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Speed;Velocidade;;velocidade
Level5;PlayerManager_Interior/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Mover;Mover/Recentrar;;moverrecentrar
Level5;PlayerManager_Interior/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Break;Travão;;travao
Level5;PlayerManager_Interior/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Pausa;Pausa;;pausa
Level5;PlayerManager_Interior/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Speed;Velocidade;;velocidade
Level5;PlayerManager_Interior/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Mover;Mover/Recentrar;;moverrecentrar
Level5;PlayerManager_Interior/Wheelchair_VR/XR Origin (VR)/Camera Offset/Main Camera/Text_Countdown;Sample text;;sample_text
Level5;PlayerManager_Interior/Wheelchair_VR/XR Origin (VR)/Camera Offset/Main Camera/Canvas/Text_Warning;New Text;;new_text
Level5;WallSign_Reverse;OLHA PARA TRÁS  E FAZ MARCHA-ATRÁS;;olha_para_tras_e_faz_marcha_at
Level6;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/Panel_Hazard/PauseCard/Btn_Restart/TextResume;REINICIAR;;reiniciar
Level6;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/Panel_Hazard/PauseCard/Txt_HazardWarning;MANTER DISTANCIA DAS PESSOAS;;manter_distancia_das_pessoas
Level6;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/Panel_Hazard/PauseCard/Icon_Warning;!;;
Level6;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/HUD_TopBar/TextSlides;Deslizes: 0;;deslizes_0
Level6;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/HUD_TopBar/Separator (1);|;;
Level6;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/HUD_TopBar/TextCollisions;Colisões: 0;;colisoes_0
Level6;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/HUD_TopBar/Separator;|;;
Level6;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/HUD_TopBar/TextTime;00:00;;0000
Level6;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/ButtonContainer/Btn_Menu/TextMenu;MENU PRINCIPAL;;menu_principal
Level6;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/ButtonContainer/Btn_Restart/TextMenu;REINICIAR;;reiniciar
Level6;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/ButtonContainer/Btn_Resume/TextResume;CONTINUAR;;continuar
Level6;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/TextPause;PAUSA;;pausa
Level6;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/ButtonsRow/Btn_NextLevel/TextMenu;PRÓXIMO;;proximo
Level6;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/ButtonsRow/Btn_Repetir/TextMenu;REPETIR;;repetir
Level6;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/ButtonsRow/Btn_Menu/TextMenu;MENU PRINCIPAL;;menu_principal
Level6;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Slide/Value;01:00;;0100
Level6;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Slide/Label;DESLIZES;;deslizes
Level6;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Collision/Value;01:00;;0100
Level6;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Collision/Label;COLISÕES;;colisoes
Level6;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Time/Value;01:00;;0100
Level6;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Time/Label;TEMPO;;tempo
Level6;PlayerManager_Interior/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/EndGameMessage;NÍVEL CONCLUÍDO;;nivel_concluido
Level6;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/HazardPanel_VR/Btn_MainMenu/TextMenu;MENU PRINCIPAL;;menu_principal
Level6;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/HazardPanel_VR/Btn_Restart/TextMenu;REPETIR;;repetir
Level6;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/HazardPanel_VR/WarningText;New Text;;new_text
Level6;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/HazardPanel_VR/WarningIcon;!;;
Level6;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/ButtonContainerEnd/Btn_Next/Text (TMP);PRÓXIMO;;proximo
Level6;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/ButtonContainerEnd/Btn_Restart/Text (TMP);REINICIAR;;reiniciar
Level6;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/ButtonContainerEnd/Btn_MainMenu/Text (TMP);MENU PRINCIPAL;;menu_principal
Level6;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/SlideBlock/SlideValue;00;;00
Level6;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/SlideBlock/SlideLabel;DESLIZES;;deslizes
Level6;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/CollisionBlock/CollisionValue;00;;00
Level6;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/CollisionBlock/CollisionLabel;COLISÕES;;colisoes
Level6;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/TimeBlock/TimeValue;00:00;;0000
Level6;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/TimeBlock/TextLabel;TEMPO;;tempo
Level6;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/TitleText;NÍVEL CONCLUÍDO;;nivel_concluido
Level6;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/PausePanel_VR/ButtonContainer/Btn_MainMenu/Text (TMP);MENU PRINCIPAL;;menu_principal
Level6;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/PausePanel_VR/ButtonContainer/Btn_Restart/Text _Restart;REINICIAR;;reiniciar
Level6;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/PausePanel_VR/ButtonContainer/Btn_Resume/Text_Resume;CONTINUAR;;continuar
Level6;PlayerManager_Interior/Wheelchair_VR/Canvas_VR/PausePanel_VR/TextPause;PAUSA;;pausa
Level6;PlayerManager_Interior/Wheelchair_VR/GUI/GUI_Left/Text_Slides;New Text;;new_text
Level6;PlayerManager_Interior/Wheelchair_VR/GUI/GUI_Left/Text_Collisions;New Text;;new_text
Level6;PlayerManager_Interior/Wheelchair_VR/GUI/GUI_Left/Text_Time;New Text;;new_text
Level6;PlayerManager_Interior/Wheelchair_VR/GUI/GUI_Right/Text_Speed;New Text;;new_text
Level6;PlayerManager_Interior/Wheelchair_VR/GUI/GUI_Right/Text_Mode;New Text;;new_text
Level6;PlayerManager_Interior/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Break;Travão;;travao
Level6;PlayerManager_Interior/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Pausa;Pausa;;pausa
Level6;PlayerManager_Interior/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Speed;Velocidade;;velocidade
Level6;PlayerManager_Interior/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Mover;Mover/Recentrar;;moverrecentrar
Level6;PlayerManager_Interior/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Break;Travão;;travao
Level6;PlayerManager_Interior/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Pausa;Pausa;;pausa
Level6;PlayerManager_Interior/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Speed;Velocidade;;velocidade
Level6;PlayerManager_Interior/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Mover;Mover/Recentrar;;moverrecentrar
Level6;PlayerManager_Interior/Wheelchair_VR/XR Origin (VR)/Camera Offset/Main Camera/Text_Countdown;Sample text;;sample_text
Level6;PlayerManager_Interior/Wheelchair_VR/XR Origin (VR)/Camera Offset/Main Camera/Canvas/Text_Warning;New Text;;new_text
Level6;PathArrow (7);v;;v
Level6;PathArrow (5);v;;v
Level6;PathArrow (1);v;;v
Level6;PathArrow (4);v;;v
Level6;PathArrow (2);v;;v
Level6;PathArrow (3);v;;v
Level6;PathArrow (6);v;;v
Level6;PathArrow;v;;v
Level7;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/Panel_Hazard/PauseCard/Btn_Restart/TextResume;REINICIAR;;reiniciar
Level7;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/Panel_Hazard/PauseCard/Icon_Warning;!;;
Level7;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/TextSlides;Deslizes: 0;;deslizes_0
Level7;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/Separator (1);|;;
Level7;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/TextCollisions;Colisões: 0;;colisoes_0
Level7;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/Separator;|;;
Level7;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/TextTime;00:00;;0000
Level7;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/ButtonContainer/Btn_Menu/TextMenu;MENU PRINCIPAL;;menu_principal
Level7;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/ButtonContainer/Btn_Restart/TextMenu;REINICIAR;;reiniciar
Level7;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/ButtonContainer/Btn_Resume/TextResume;CONTINUAR;;continuar
Level7;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/TextPause;PAUSA;;pausa
Level7;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/ButtonsRow/Btn_NextLevel/TextMenu;PRÓXIMO;;proximo
Level7;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/ButtonsRow/Btn_Repetir/TextMenu;REPETIR;;repetir
Level7;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/ButtonsRow/Btn_Menu/TextMenu;MENU PRINCIPAL;;menu_principal
Level7;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Slide/Value;01:00;;0100
Level7;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Slide/Label;DESLIZES;;deslizes
Level7;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Collision/Value;01:00;;0100
Level7;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Collision/Label;COLISÕES;;colisoes
Level7;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Time/Value;01:00;;0100
Level7;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Time/Label;TEMPO;;tempo
Level7;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/EndGameMessage;NÍVEL CONCLUÍDO;;nivel_concluido
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/HazardPanel_VR/Btn_MainMenu/TextMenu;MENU PRINCIPAL;;menu_principal
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/HazardPanel_VR/Btn_Restart/TextMenu;REPETIR;;repetir
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/HazardPanel_VR/WarningIcon;!;;
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/ButtonContainerEnd/Btn_Next/Text (TMP);PRÓXIMO;;proximo
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/ButtonContainerEnd/Btn_Restart/Text (TMP);REINICIAR;;reiniciar
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/ButtonContainerEnd/Btn_MainMenu/Text (TMP);MENU PRINCIPAL;;menu_principal
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/SlideBlock/SlideValue;00;;00
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/SlideBlock/SlideLabel;DESLIZES;;deslizes
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/CollisionBlock/CollisionValue;00;;00
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/CollisionBlock/CollisionLabel;COLISÕES;;colisoes
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/TimeBlock/TimeValue;00:00;;0000
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/StatsContainer/TimeBlock/TextLabel;TEMPO;;tempo
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/TitleText;NÍVEL CONCLUÍDO;;nivel_concluido
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/PausePanel_VR/ButtonContainer/Btn_MainMenu/Text (TMP);MENU PRINCIPAL;;menu_principal
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/PausePanel_VR/ButtonContainer/Btn_Restart/Text _Restart;REINICIAR;;reiniciar
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/PausePanel_VR/ButtonContainer/Btn_Resume/Text_Resume;CONTINUAR;;continuar
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/PausePanel_VR/TextPause;PAUSA;;pausa
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Left/Text_Slides;New Text;;new_text
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Left/Text_Collisions;New Text;;new_text
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Left/Text_Time;New Text;;new_text
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Right/Text_Speed;New Text;;new_text
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/GUI/GUI_Right/Text_Mode;New Text;;new_text
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Break;Travão;;travao
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Pausa;Pausa;;pausa
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Speed;Velocidade;;velocidade
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/RightHandController/RightControllerVisuals/ControllerUI_Right/Txt_Mover;Mover/Recentrar;;moverrecentrar
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Break;Travão;;travao
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Pausa;Pausa;;pausa
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Speed;Velocidade;;velocidade
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/LeftHandController/LeftControllerVisuals/ControllerUI_Left/Txt_Mover;Mover/Recentrar;;moverrecentrar
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/Main Camera/Text_Countdown;Sample text;;sample_text
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/XR Origin (VR)/Camera Offset/Main Camera/Canvas/Text_Warning;New Text;;new_text
Level7;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/HazardPanel_VR/WarningText;New Text;;new_text
Level7;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/Panel_Hazard/PauseCard/Txt_HazardWarning;MANTER DISTANCIA DAS PESSOAS;;manter_distancia_das_pessoas
Level8;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/Panel_Hazard/PauseCard/Btn_Restart/TextResume;REINICIAR;;reiniciar
Level8;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/Panel_Hazard/PauseCard/Icon_Warning;!;;
Level8;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/TextSlides;Deslizes: 0;;deslizes_0
Level8;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/Separator (1);|;;
Level8;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/TextCollisions;Colisões: 0;;colisoes_0
Level8;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/Separator;|;;
Level8;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/HUD_TopBar/TextTime;00:00;;0000
Level8;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/ButtonContainer/Btn_Menu/TextMenu;MENU PRINCIPAL;;menu_principal
Level8;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/ButtonContainer/Btn_Restart/TextMenu;REINICIAR;;reiniciar
Level8;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/ButtonContainer/Btn_Resume/TextResume;CONTINUAR;;continuar
Level8;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/PausePanel/PauseCard/TextPause;PAUSA;;pausa
Level8;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/ButtonsRow/Btn_NextLevel/TextMenu;PRÓXIMO;;proximo
Level8;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/ButtonsRow/Btn_Repetir/TextMenu;REPETIR;;repetir
Level8;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/ButtonsRow/Btn_Menu/TextMenu;MENU PRINCIPAL;;menu_principal
Level8;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Slide/Value;01:00;;0100
Level8;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Slide/Label;DESLIZES;;deslizes
Level8;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Collision/Value;01:00;;0100
Level8;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Collision/Label;COLISÕES;;colisoes
Level8;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Time/Value;01:00;;0100
Level8;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/StatsContainer/Group_Time/Label;TEMPO;;tempo
Level8;V1_MAIN_PlayerManager/Wheelchair_PC/Canvas_PC/EndGamePanel/GlassCard/EndGameMessage;NÍVEL CONCLUÍDO;;nivel_concluido
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/HazardPanel_VR/Btn_MainMenu/TextMenu;MENU PRINCIPAL;;menu_principal
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/HazardPanel_VR/Btn_Restart/TextMenu;REPETIR;;repetir
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/HazardPanel_VR/WarningIcon;!;;
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/ButtonContainerEnd/Btn_Next/Text (TMP);PRÓXIMO;;proximo
Level8;V1_MAIN_PlayerManager/Wheelchair_VR/Canvas_VR/EndGamePanel_VR/ButtonContainerEnd/Btn_Restart/Text (TMP);REINICIAR;;reiniciar
